model,example_index,class,prediction,band,gate
Sparse ($\lambda=0.05$),4,low,low,<250 Hz,0.56374055
Sparse ($\lambda=0.05$),4,low,low,250-500 Hz,0.79559755
Sparse ($\lambda=0.05$),4,low,low,500-750 Hz,0.6192733
Sparse ($\lambda=0.05$),4,low,low,750-1000 Hz,0.6925583
Sparse ($\lambda=0.05$),4,low,low,1-1.5 kHz,0.5680168
Sparse ($\lambda=0.05$),4,low,low,1.5-2.5 kHz,0.5437017
Sparse ($\lambda=0.05$),4,low,low,2.5-4 kHz,0.65033805
Sparse ($\lambda=0.05$),4,low,low,>4 kHz,0.57075286
Sparse ($\lambda=0.05$),5,low + high,low + high,<250 Hz,0.6109817
Sparse ($\lambda=0.05$),5,low + high,low + high,250-500 Hz,0.6590642
Sparse ($\lambda=0.05$),5,low + high,low + high,500-750 Hz,0.54112184
Sparse ($\lambda=0.05$),5,low + high,low + high,750-1000 Hz,0.51216686
Sparse ($\lambda=0.05$),5,low + high,low + high,1-1.5 kHz,0.7222109
Sparse ($\lambda=0.05$),5,low + high,low + high,1.5-2.5 kHz,0.64080775
Sparse ($\lambda=0.05$),5,low + high,low + high,2.5-4 kHz,0.5813263
Sparse ($\lambda=0.05$),5,low + high,low + high,>4 kHz,0.5724122
Sparse ($\lambda=0.05$),6,low,low,<250 Hz,0.64748967
Sparse ($\lambda=0.05$),6,low,low,250-500 Hz,0.6848871
Sparse ($\lambda=0.05$),6,low,low,500-750 Hz,0.7532128
Sparse ($\lambda=0.05$),6,low,low,750-1000 Hz,0.53629917
Sparse ($\lambda=0.05$),6,low,low,1-1.5 kHz,0.539908
Sparse ($\lambda=0.05$),6,low,low,1.5-2.5 kHz,0.5742762
Sparse ($\lambda=0.05$),6,low,low,2.5-4 kHz,0.61869705
Sparse ($\lambda=0.05$),6,low,low,>4 kHz,0.58842015
Sparse ($\lambda=0.05$),7,high,mid,<250 Hz,0.57733214
Sparse ($\lambda=0.05$),7,high,mid,250-500 Hz,0.53618574
Sparse ($\lambda=0.05$),7,high,mid,500-750 Hz,0.54516333
Sparse ($\lambda=0.05$),7,high,mid,750-1000 Hz,0.5815515
Sparse ($\lambda=0.05$),7,high,mid,1-1.5 kHz,0.7078135
Sparse ($\lambda=0.05$),7,high,mid,1.5-2.5 kHz,0.68832403
Sparse ($\lambda=0.05$),7,high,mid,2.5-4 kHz,0.5433143
Sparse ($\lambda=0.05$),7,high,mid,>4 kHz,0.8171125
Sparse ($\lambda=0.05$),8,mid,mid,<250 Hz,0.60834634
Sparse ($\lambda=0.05$),8,mid,mid,250-500 Hz,0.5484043
Sparse ($\lambda=0.05$),8,mid,mid,500-750 Hz,0.6657936
Sparse ($\lambda=0.05$),8,mid,mid,750-1000 Hz,0.59377515
Sparse ($\lambda=0.05$),8,mid,mid,1-1.5 kHz,0.5555766
Sparse ($\lambda=0.05$),8,mid,mid,1.5-2.5 kHz,0.58283484
Sparse ($\lambda=0.05$),8,mid,mid,2.5-4 kHz,0.57538825
Sparse ($\lambda=0.05$),8,mid,mid,>4 kHz,0.75455844
Sparse ($\lambda=0.05$),9,mid,mid,<250 Hz,0.5796623
Sparse ($\lambda=0.05$),9,mid,mid,250-500 Hz,0.5396606
Sparse ($\lambda=0.05$),9,mid,mid,500-750 Hz,0.5936745
Sparse ($\lambda=0.05$),9,mid,mid,750-1000 Hz,0.5363751
Sparse ($\lambda=0.05$),9,mid,mid,1-1.5 kHz,0.6378697
Sparse ($\lambda=0.05$),9,mid,mid,1.5-2.5 kHz,0.67844325
Sparse ($\lambda=0.05$),9,mid,mid,2.5-4 kHz,0.56419885
Sparse ($\lambda=0.05$),9,mid,mid,>4 kHz,0.8225919
Sparse ($\lambda=0.05$),10,mid,mid,<250 Hz,0.62370974
Sparse ($\lambda=0.05$),10,mid,mid,250-500 Hz,0.5844804
Sparse ($\lambda=0.05$),10,mid,mid,500-750 Hz,0.55738825
Sparse ($\lambda=0.05$),10,mid,mid,750-1000 Hz,0.5318746
Sparse ($\lambda=0.05$),10,mid,mid,1-1.5 kHz,0.6118897
Sparse ($\lambda=0.05$),10,mid,mid,1.5-2.5 kHz,0.652035
Sparse ($\lambda=0.05$),10,mid,mid,2.5-4 kHz,0.5673837
Sparse ($\lambda=0.05$),10,mid,mid,>4 kHz,0.79440767
Sparse ($\lambda=0.05$),11,low + high,low,<250 Hz,0.7683898
Sparse ($\lambda=0.05$),11,low + high,low,250-500 Hz,0.85150695
Sparse ($\lambda=0.05$),11,low + high,low,500-750 Hz,0.573914
Sparse ($\lambda=0.05$),11,low + high,low,750-1000 Hz,0.5699853
Sparse ($\lambda=0.05$),11,low + high,low,1-1.5 kHz,0.55950445
Sparse ($\lambda=0.05$),11,low + high,low,1.5-2.5 kHz,0.54303885
Sparse ($\lambda=0.05$),11,low + high,low,2.5-4 kHz,0.7679607
Sparse ($\lambda=0.05$),11,low + high,low,>4 kHz,0.632783
Sparse ($\lambda=0.05$),12,high,low + high,<250 Hz,0.56195045
Sparse ($\lambda=0.05$),12,high,low + high,250-500 Hz,0.6202924
Sparse ($\lambda=0.05$),12,high,low + high,500-750 Hz,0.56128126
Sparse ($\lambda=0.05$),12,high,low + high,750-1000 Hz,0.5092384
Sparse ($\lambda=0.05$),12,high,low + high,1-1.5 kHz,0.7796817
Sparse ($\lambda=0.05$),12,high,low + high,1.5-2.5 kHz,0.73876154
Sparse ($\lambda=0.05$),12,high,low + high,2.5-4 kHz,0.55424386
Sparse ($\lambda=0.05$),12,high,low + high,>4 kHz,0.5932708
Sparse ($\lambda=0.05$),13,high,high,<250 Hz,0.5466455
Sparse ($\lambda=0.05$),13,high,high,250-500 Hz,0.54710716
Sparse ($\lambda=0.05$),13,high,high,500-750 Hz,0.8148114
Sparse ($\lambda=0.05$),13,high,high,750-1000 Hz,0.54699373
Sparse ($\lambda=0.05$),13,high,high,1-1.5 kHz,0.6171805
Sparse ($\lambda=0.05$),13,high,high,1.5-2.5 kHz,0.6461345
Sparse ($\lambda=0.05$),13,high,high,2.5-4 kHz,0.54048085
Sparse ($\lambda=0.05$),13,high,high,>4 kHz,0.7379568
Sparse ($\lambda=0.05$),14,mid,mid,<250 Hz,0.645918
Sparse ($\lambda=0.05$),14,mid,mid,250-500 Hz,0.5503244
Sparse ($\lambda=0.05$),14,mid,mid,500-750 Hz,0.59096426
Sparse ($\lambda=0.05$),14,mid,mid,750-1000 Hz,0.61497414
Sparse ($\lambda=0.05$),14,mid,mid,1-1.5 kHz,0.57046765
Sparse ($\lambda=0.05$),14,mid,mid,1.5-2.5 kHz,0.59585184
Sparse ($\lambda=0.05$),14,mid,mid,2.5-4 kHz,0.59767854
Sparse ($\lambda=0.05$),14,mid,mid,>4 kHz,0.7624581
Sparse ($\lambda=0.05$),15,mid,mid,<250 Hz,0.60063004
Sparse ($\lambda=0.05$),15,mid,mid,250-500 Hz,0.57051325
Sparse ($\lambda=0.05$),15,mid,mid,500-750 Hz,0.68528146
Sparse ($\lambda=0.05$),15,mid,mid,750-1000 Hz,0.61041456
Sparse ($\lambda=0.05$),15,mid,mid,1-1.5 kHz,0.53177065
Sparse ($\lambda=0.05$),15,mid,mid,1.5-2.5 kHz,0.5583743
Sparse ($\lambda=0.05$),15,mid,mid,2.5-4 kHz,0.578272
Sparse ($\lambda=0.05$),15,mid,mid,>4 kHz,0.7276812
Sparse ($\lambda=0.05$),16,mid,mid,<250 Hz,0.5522938
Sparse ($\lambda=0.05$),16,mid,mid,250-500 Hz,0.53364486
Sparse ($\lambda=0.05$),16,mid,mid,500-750 Hz,0.7058222
Sparse ($\lambda=0.05$),16,mid,mid,750-1000 Hz,0.71732974
Sparse ($\lambda=0.05$),16,mid,mid,1-1.5 kHz,0.5287463
Sparse ($\lambda=0.05$),16,mid,mid,1.5-2.5 kHz,0.5609077
Sparse ($\lambda=0.05$),16,mid,mid,2.5-4 kHz,0.5323598
Sparse ($\lambda=0.05$),16,mid,mid,>4 kHz,0.68427336
Sparse ($\lambda=0.05$),17,mid,mid,<250 Hz,0.56824225
Sparse ($\lambda=0.05$),17,mid,mid,250-500 Hz,0.53367525
Sparse ($\lambda=0.05$),17,mid,mid,500-750 Hz,0.6508282
Sparse ($\lambda=0.05$),17,mid,mid,750-1000 Hz,0.66053
Sparse ($\lambda=0.05$),17,mid,mid,1-1.5 kHz,0.5157561
Sparse ($\lambda=0.05$),17,mid,mid,1.5-2.5 kHz,0.54962516
Sparse ($\lambda=0.05$),17,mid,mid,2.5-4 kHz,0.5381187
Sparse ($\lambda=0.05$),17,mid,mid,>4 kHz,0.67569166
Sparse ($\lambda=0.05$),18,low,low,<250 Hz,0.638464
Sparse ($\lambda=0.05$),18,low,low,250-500 Hz,0.7128773
Sparse ($\lambda=0.05$),18,low,low,500-750 Hz,0.72692746
Sparse ($\lambda=0.05$),18,low,low,750-1000 Hz,0.5753485
Sparse ($\lambda=0.05$),18,low,low,1-1.5 kHz,0.55109745
Sparse ($\lambda=0.05$),18,low,low,1.5-2.5 kHz,0.56988776
Sparse ($\lambda=0.05$),18,low,low,2.5-4 kHz,0.6327609
Sparse ($\lambda=0.05$),18,low,low,>4 kHz,0.5752125
Sparse ($\lambda=0.05$),19,low,low,<250 Hz,0.6598835
Sparse ($\lambda=0.05$),19,low,low,250-500 Hz,0.6816404
Sparse ($\lambda=0.05$),19,low,low,500-750 Hz,0.557723
Sparse ($\lambda=0.05$),19,low,low,750-1000 Hz,0.6489243
Sparse ($\lambda=0.05$),19,low,low,1-1.5 kHz,0.5376547
Sparse ($\lambda=0.05$),19,low,low,1.5-2.5 kHz,0.55084497
Sparse ($\lambda=0.05$),19,low,low,2.5-4 kHz,0.62562126
Sparse ($\lambda=0.05$),19,low,low,>4 kHz,0.5961935
Sparse ($\lambda=0.05$),20,low + high,low,<250 Hz,0.7342578
Sparse ($\lambda=0.05$),20,low + high,low,250-500 Hz,0.81405723
Sparse ($\lambda=0.05$),20,low + high,low,500-750 Hz,0.5635006
Sparse ($\lambda=0.05$),20,low + high,low,750-1000 Hz,0.551259
Sparse ($\lambda=0.05$),20,low + high,low,1-1.5 kHz,0.54410267
Sparse ($\lambda=0.05$),20,low + high,low,1.5-2.5 kHz,0.53913134
Sparse ($\lambda=0.05$),20,low + high,low,2.5-4 kHz,0.7244292
Sparse ($\lambda=0.05$),20,low + high,low,>4 kHz,0.6138284
Sparse ($\lambda=0.05$),21,high,mid,<250 Hz,0.557811
Sparse ($\lambda=0.05$),21,high,mid,250-500 Hz,0.5391597
Sparse ($\lambda=0.05$),21,high,mid,500-750 Hz,0.7470821
Sparse ($\lambda=0.05$),21,high,mid,750-1000 Hz,0.5772658
Sparse ($\lambda=0.05$),21,high,mid,1-1.5 kHz,0.519721
Sparse ($\lambda=0.05$),21,high,mid,1.5-2.5 kHz,0.55740684
Sparse ($\lambda=0.05$),21,high,mid,2.5-4 kHz,0.527921
Sparse ($\lambda=0.05$),21,high,mid,>4 kHz,0.759656
Sparse ($\lambda=0.05$),22,low + high,high,<250 Hz,0.5497585
Sparse ($\lambda=0.05$),22,low + high,high,250-500 Hz,0.57524186
Sparse ($\lambda=0.05$),22,low + high,high,500-750 Hz,0.59724104
Sparse ($\lambda=0.05$),22,low + high,high,750-1000 Hz,0.5111971
Sparse ($\lambda=0.05$),22,low + high,high,1-1.5 kHz,0.71588844
Sparse ($\lambda=0.05$),22,low + high,high,1.5-2.5 kHz,0.81399685
Sparse ($\lambda=0.05$),22,low + high,high,2.5-4 kHz,0.5363929
Sparse ($\lambda=0.05$),22,low + high,high,>4 kHz,0.61356884
Sparse ($\lambda=0.05$),23,low + high,low + high,<250 Hz,0.70038325
Sparse ($\lambda=0.05$),23,low + high,low + high,250-500 Hz,0.7995178
Sparse ($\lambda=0.05$),23,low + high,low + high,500-750 Hz,0.55127573
Sparse ($\lambda=0.05$),23,low + high,low + high,750-1000 Hz,0.5397524
Sparse ($\lambda=0.05$),23,low + high,low + high,1-1.5 kHz,0.65597326
Sparse ($\lambda=0.05$),23,low + high,low + high,1.5-2.5 kHz,0.5857589
Sparse ($\lambda=0.05$),23,low + high,low + high,2.5-4 kHz,0.7023113
Sparse ($\lambda=0.05$),23,low + high,low + high,>4 kHz,0.5923891
Sparse ($\lambda=0.05$),24,mid,mid,<250 Hz,0.69024736
Sparse ($\lambda=0.05$),24,mid,mid,250-500 Hz,0.75703543
Sparse ($\lambda=0.05$),24,mid,mid,500-750 Hz,0.5550288
Sparse ($\lambda=0.05$),24,mid,mid,750-1000 Hz,0.5431757
Sparse ($\lambda=0.05$),24,mid,mid,1-1.5 kHz,0.5895739
Sparse ($\lambda=0.05$),24,mid,mid,1.5-2.5 kHz,0.60303336
Sparse ($\lambda=0.05$),24,mid,mid,2.5-4 kHz,0.6874467
Sparse ($\lambda=0.05$),24,mid,mid,>4 kHz,0.7251405
Sparse ($\lambda=0.05$),25,low,low,<250 Hz,0.73937345
Sparse ($\lambda=0.05$),25,low,low,250-500 Hz,0.8520938
Sparse ($\lambda=0.05$),25,low,low,500-750 Hz,0.5549699
Sparse ($\lambda=0.05$),25,low,low,750-1000 Hz,0.5583266
Sparse ($\lambda=0.05$),25,low,low,1-1.5 kHz,0.5661886
Sparse ($\lambda=0.05$),25,low,low,1.5-2.5 kHz,0.5372883
Sparse ($\lambda=0.05$),25,low,low,2.5-4 kHz,0.75697887
Sparse ($\lambda=0.05$),25,low,low,>4 kHz,0.60516256
Sparse ($\lambda=0.05$),26,low + high,low,<250 Hz,0.5637747
Sparse ($\lambda=0.05$),26,low + high,low,250-500 Hz,0.8549415
Sparse ($\lambda=0.05$),26,low + high,low,500-750 Hz,0.55346686
Sparse ($\lambda=0.05$),26,low + high,low,750-1000 Hz,0.5156265
Sparse ($\lambda=0.05$),26,low + high,low,1-1.5 kHz,0.5766491
Sparse ($\lambda=0.05$),26,low + high,low,1.5-2.5 kHz,0.54235667
Sparse ($\lambda=0.05$),26,low + high,low,2.5-4 kHz,0.6989764
Sparse ($\lambda=0.05$),26,low + high,low,>4 kHz,0.5656566
Sparse ($\lambda=0.05$),27,low,low,<250 Hz,0.5583407
Sparse ($\lambda=0.05$),27,low,low,250-500 Hz,0.7561457
Sparse ($\lambda=0.05$),27,low,low,500-750 Hz,0.72897846
Sparse ($\lambda=0.05$),27,low,low,750-1000 Hz,0.6115257
Sparse ($\lambda=0.05$),27,low,low,1-1.5 kHz,0.56854
Sparse ($\lambda=0.05$),27,low,low,1.5-2.5 kHz,0.5683762
Sparse ($\lambda=0.05$),27,low,low,2.5-4 kHz,0.6206834
Sparse ($\lambda=0.05$),27,low,low,>4 kHz,0.56923264
Sparse ($\lambda=0.05$),28,low + high,low,<250 Hz,0.6026521
Sparse ($\lambda=0.05$),28,low + high,low,250-500 Hz,0.89654684
Sparse ($\lambda=0.05$),28,low + high,low,500-750 Hz,0.5612636
Sparse ($\lambda=0.05$),28,low + high,low,750-1000 Hz,0.52668804
Sparse ($\lambda=0.05$),28,low + high,low,1-1.5 kHz,0.60855436
Sparse ($\lambda=0.05$),28,low + high,low,1.5-2.5 kHz,0.5489586
Sparse ($\lambda=0.05$),28,low + high,low,2.5-4 kHz,0.75257987
Sparse ($\lambda=0.05$),28,low + high,low,>4 kHz,0.58549964
Sparse ($\lambda=0.05$),29,low,mid,<250 Hz,0.6284644
Sparse ($\lambda=0.05$),29,low,mid,250-500 Hz,0.54942834
Sparse ($\lambda=0.05$),29,low,mid,500-750 Hz,0.57180023
Sparse ($\lambda=0.05$),29,low,mid,750-1000 Hz,0.629886
Sparse ($\lambda=0.05$),29,low,mid,1-1.5 kHz,0.532925
Sparse ($\lambda=0.05$),29,low,mid,1.5-2.5 kHz,0.5406647
Sparse ($\lambda=0.05$),29,low,mid,2.5-4 kHz,0.6221493
Sparse ($\lambda=0.05$),29,low,mid,>4 kHz,0.6352999
Sparse ($\lambda=0.05$),30,low + high,low,<250 Hz,0.7562694
Sparse ($\lambda=0.05$),30,low + high,low,250-500 Hz,0.8132233
Sparse ($\lambda=0.05$),30,low + high,low,500-750 Hz,0.5531116
Sparse ($\lambda=0.05$),30,low + high,low,750-1000 Hz,0.5690904
Sparse ($\lambda=0.05$),30,low + high,low,1-1.5 kHz,0.5438993
Sparse ($\lambda=0.05$),30,low + high,low,1.5-2.5 kHz,0.55074584
Sparse ($\lambda=0.05$),30,low + high,low,2.5-4 kHz,0.7283129
Sparse ($\lambda=0.05$),30,low + high,low,>4 kHz,0.64870363
Sparse ($\lambda=0.05$),31,low + high,low + high,<250 Hz,0.61624676
Sparse ($\lambda=0.05$),31,low + high,low + high,250-500 Hz,0.6410474
Sparse ($\lambda=0.05$),31,low + high,low + high,500-750 Hz,0.5453094
Sparse ($\lambda=0.05$),31,low + high,low + high,750-1000 Hz,0.51051027
Sparse ($\lambda=0.05$),31,low + high,low + high,1-1.5 kHz,0.7422214
Sparse ($\lambda=0.05$),31,low + high,low + high,1.5-2.5 kHz,0.64861846
Sparse ($\lambda=0.05$),31,low + high,low + high,2.5-4 kHz,0.56570077
Sparse ($\lambda=0.05$),31,low + high,low + high,>4 kHz,0.61145175
Sparse ($\lambda=0.05$),32,low + high,low + high,<250 Hz,0.6595279
Sparse ($\lambda=0.05$),32,low + high,low + high,250-500 Hz,0.6345695
Sparse ($\lambda=0.05$),32,low + high,low + high,500-750 Hz,0.55027914
Sparse ($\lambda=0.05$),32,low + high,low + high,750-1000 Hz,0.53268564
Sparse ($\lambda=0.05$),32,low + high,low + high,1-1.5 kHz,0.6334753
Sparse ($\lambda=0.05$),32,low + high,low + high,1.5-2.5 kHz,0.67464733
Sparse ($\lambda=0.05$),32,low + high,low + high,2.5-4 kHz,0.62010914
Sparse ($\lambda=0.05$),32,low + high,low + high,>4 kHz,0.8150519
Sparse ($\lambda=0.05$),33,mid,high,<250 Hz,0.55935544
Sparse ($\lambda=0.05$),33,mid,high,250-500 Hz,0.53716004
Sparse ($\lambda=0.05$),33,mid,high,500-750 Hz,0.64325297
Sparse ($\lambda=0.05$),33,mid,high,750-1000 Hz,0.5608088
Sparse ($\lambda=0.05$),33,mid,high,1-1.5 kHz,0.62548333
Sparse ($\lambda=0.05$),33,mid,high,1.5-2.5 kHz,0.62209594
Sparse ($\lambda=0.05$),33,mid,high,2.5-4 kHz,0.52822506
Sparse ($\lambda=0.05$),33,mid,high,>4 kHz,0.74903697
Sparse ($\lambda=0.05$),34,mid,mid,<250 Hz,0.694257
Sparse ($\lambda=0.05$),34,mid,mid,250-500 Hz,0.76820624
Sparse ($\lambda=0.05$),34,mid,mid,500-750 Hz,0.5493985
Sparse ($\lambda=0.05$),34,mid,mid,750-1000 Hz,0.6042056
Sparse ($\lambda=0.05$),34,mid,mid,1-1.5 kHz,0.5602088
Sparse ($\lambda=0.05$),34,mid,mid,1.5-2.5 kHz,0.55166596
Sparse ($\lambda=0.05$),34,mid,mid,2.5-4 kHz,0.6919464
Sparse ($\lambda=0.05$),34,mid,mid,>4 kHz,0.64807755
Sparse ($\lambda=0.05$),35,mid,mid,<250 Hz,0.677622
Sparse ($\lambda=0.05$),35,mid,mid,250-500 Hz,0.67155355
Sparse ($\lambda=0.05$),35,mid,mid,500-750 Hz,0.549807
Sparse ($\lambda=0.05$),35,mid,mid,750-1000 Hz,0.5809086
Sparse ($\lambda=0.05$),35,mid,mid,1-1.5 kHz,0.56117946
Sparse ($\lambda=0.05$),35,mid,mid,1.5-2.5 kHz,0.576412
Sparse ($\lambda=0.05$),35,mid,mid,2.5-4 kHz,0.64104164
Sparse ($\lambda=0.05$),35,mid,mid,>4 kHz,0.6998058
Sparse ($\lambda=0.05$),36,low + high,mid,<250 Hz,0.64611256
Sparse ($\lambda=0.05$),36,low + high,mid,250-500 Hz,0.646833
Sparse ($\lambda=0.05$),36,low + high,mid,500-750 Hz,0.5415521
Sparse ($\lambda=0.05$),36,low + high,mid,750-1000 Hz,0.5538401
Sparse ($\lambda=0.05$),36,low + high,mid,1-1.5 kHz,0.5972415
Sparse ($\lambda=0.05$),36,low + high,mid,1.5-2.5 kHz,0.6245477
Sparse ($\lambda=0.05$),36,low + high,mid,2.5-4 kHz,0.6086911
Sparse ($\lambda=0.05$),36,low + high,mid,>4 kHz,0.74881333
Sparse ($\lambda=0.05$),37,high,high,<250 Hz,0.54430187
Sparse ($\lambda=0.05$),37,high,high,250-500 Hz,0.58054876
Sparse ($\lambda=0.05$),37,high,high,500-750 Hz,0.76433134
Sparse ($\lambda=0.05$),37,high,high,750-1000 Hz,0.5130424
Sparse ($\lambda=0.05$),37,high,high,1-1.5 kHz,0.6622502
Sparse ($\lambda=0.05$),37,high,high,1.5-2.5 kHz,0.68220365
Sparse ($\lambda=0.05$),37,high,high,2.5-4 kHz,0.53424054
Sparse ($\lambda=0.05$),37,high,high,>4 kHz,0.576266
Sparse ($\lambda=0.05$),38,mid,mid,<250 Hz,0.6499971
Sparse ($\lambda=0.05$),38,mid,mid,250-500 Hz,0.62482756
Sparse ($\lambda=0.05$),38,mid,mid,500-750 Hz,0.5744985
Sparse ($\lambda=0.05$),38,mid,mid,750-1000 Hz,0.5248674
Sparse ($\lambda=0.05$),38,mid,mid,1-1.5 kHz,0.6089518
Sparse ($\lambda=0.05$),38,mid,mid,1.5-2.5 kHz,0.60717165
Sparse ($\lambda=0.05$),38,mid,mid,2.5-4 kHz,0.5704519
Sparse ($\lambda=0.05$),38,mid,mid,>4 kHz,0.72741205
Sparse ($\lambda=0.05$),39,low,low,<250 Hz,0.62621963
Sparse ($\lambda=0.05$),39,low,low,250-500 Hz,0.64592093
Sparse ($\lambda=0.05$),39,low,low,500-750 Hz,0.74277484
Sparse ($\lambda=0.05$),39,low,low,750-1000 Hz,0.5523087
Sparse ($\lambda=0.05$),39,low,low,1-1.5 kHz,0.5167947
Sparse ($\lambda=0.05$),39,low,low,1.5-2.5 kHz,0.5466102
Sparse ($\lambda=0.05$),39,low,low,2.5-4 kHz,0.5959502
Sparse ($\lambda=0.05$),39,low,low,>4 kHz,0.6547952
Sparse ($\lambda=0.05$),40,low,low,<250 Hz,0.55091053
Sparse ($\lambda=0.05$),40,low,low,250-500 Hz,0.7771484
Sparse ($\lambda=0.05$),40,low,low,500-750 Hz,0.7847803
Sparse ($\lambda=0.05$),40,low,low,750-1000 Hz,0.5363872
Sparse ($\lambda=0.05$),40,low,low,1-1.5 kHz,0.56934947
Sparse ($\lambda=0.05$),40,low,low,1.5-2.5 kHz,0.5862806
Sparse ($\lambda=0.05$),40,low,low,2.5-4 kHz,0.62647957
Sparse ($\lambda=0.05$),40,low,low,>4 kHz,0.55801195
Sparse ($\lambda=0.05$),41,high,high,<250 Hz,0.55351
Sparse ($\lambda=0.05$),41,high,high,250-500 Hz,0.54146993
Sparse ($\lambda=0.05$),41,high,high,500-750 Hz,0.80962884
Sparse ($\lambda=0.05$),41,high,high,750-1000 Hz,0.54728055
Sparse ($\lambda=0.05$),41,high,high,1-1.5 kHz,0.654607
Sparse ($\lambda=0.05$),41,high,high,1.5-2.5 kHz,0.68387276
Sparse ($\lambda=0.05$),41,high,high,2.5-4 kHz,0.54217404
Sparse ($\lambda=0.05$),41,high,high,>4 kHz,0.7801717
Sparse ($\lambda=0.05$),42,low,low,<250 Hz,0.75090533
Sparse ($\lambda=0.05$),42,low,low,250-500 Hz,0.89043385
Sparse ($\lambda=0.05$),42,low,low,500-750 Hz,0.5485278
Sparse ($\lambda=0.05$),42,low,low,750-1000 Hz,0.5688142
Sparse ($\lambda=0.05$),42,low,low,1-1.5 kHz,0.5975486
Sparse ($\lambda=0.05$),42,low,low,1.5-2.5 kHz,0.54093367
Sparse ($\lambda=0.05$),42,low,low,2.5-4 kHz,0.79646564
Sparse ($\lambda=0.05$),42,low,low,>4 kHz,0.61450976
Sparse ($\lambda=0.05$),43,mid,mid,<250 Hz,0.59403956
Sparse ($\lambda=0.05$),43,mid,mid,250-500 Hz,0.545797
Sparse ($\lambda=0.05$),43,mid,mid,500-750 Hz,0.60061854
Sparse ($\lambda=0.05$),43,mid,mid,750-1000 Hz,0.53525513
Sparse ($\lambda=0.05$),43,mid,mid,1-1.5 kHz,0.6064599
Sparse ($\lambda=0.05$),43,mid,mid,1.5-2.5 kHz,0.65335506
Sparse ($\lambda=0.05$),43,mid,mid,2.5-4 kHz,0.56281406
Sparse ($\lambda=0.05$),43,mid,mid,>4 kHz,0.8073231
Sparse ($\lambda=0.05$),44,mid,high,<250 Hz,0.5392935
Sparse ($\lambda=0.05$),44,mid,high,250-500 Hz,0.53997344
Sparse ($\lambda=0.05$),44,mid,high,500-750 Hz,0.56870675
Sparse ($\lambda=0.05$),44,mid,high,750-1000 Hz,0.50348866
Sparse ($\lambda=0.05$),44,mid,high,1-1.5 kHz,0.56725985
Sparse ($\lambda=0.05$),44,mid,high,1.5-2.5 kHz,0.6958205
Sparse ($\lambda=0.05$),44,mid,high,2.5-4 kHz,0.54163533
Sparse ($\lambda=0.05$),44,mid,high,>4 kHz,0.5406776
Sparse ($\lambda=0.05$),45,high,high,<250 Hz,0.5582038
Sparse ($\lambda=0.05$),45,high,high,250-500 Hz,0.5400136
Sparse ($\lambda=0.05$),45,high,high,500-750 Hz,0.86926204
Sparse ($\lambda=0.05$),45,high,high,750-1000 Hz,0.56423444
Sparse ($\lambda=0.05$),45,high,high,1-1.5 kHz,0.60747087
Sparse ($\lambda=0.05$),45,high,high,1.5-2.5 kHz,0.65005213
Sparse ($\lambda=0.05$),45,high,high,2.5-4 kHz,0.52597374
Sparse ($\lambda=0.05$),45,high,high,>4 kHz,0.58775663
Sparse ($\lambda=0.05$),46,low + high,low + high,<250 Hz,0.6587652
Sparse ($\lambda=0.05$),46,low + high,low + high,250-500 Hz,0.6718197
Sparse ($\lambda=0.05$),46,low + high,low + high,500-750 Hz,0.5555268
Sparse ($\lambda=0.05$),46,low + high,low + high,750-1000 Hz,0.5387307
Sparse ($\lambda=0.05$),46,low + high,low + high,1-1.5 kHz,0.64772874
Sparse ($\lambda=0.05$),46,low + high,low + high,1.5-2.5 kHz,0.6811224
Sparse ($\lambda=0.05$),46,low + high,low + high,2.5-4 kHz,0.63729626
Sparse ($\lambda=0.05$),46,low + high,low + high,>4 kHz,0.8174266
Sparse ($\lambda=0.05$),47,low + high,mid,<250 Hz,0.66536546
Sparse ($\lambda=0.05$),47,low + high,mid,250-500 Hz,0.66046077
Sparse ($\lambda=0.05$),47,low + high,mid,500-750 Hz,0.5745932
Sparse ($\lambda=0.05$),47,low + high,mid,750-1000 Hz,0.5399165
Sparse ($\lambda=0.05$),47,low + high,mid,1-1.5 kHz,0.60886776
Sparse ($\lambda=0.05$),47,low + high,mid,1.5-2.5 kHz,0.64475834
Sparse ($\lambda=0.05$),47,low + high,mid,2.5-4 kHz,0.6279777
Sparse ($\lambda=0.05$),47,low + high,mid,>4 kHz,0.7796987
Sparse ($\lambda=0.05$),48,high,high,<250 Hz,0.5570714
Sparse ($\lambda=0.05$),48,high,high,250-500 Hz,0.5369773
Sparse ($\lambda=0.05$),48,high,high,500-750 Hz,0.7588913
Sparse ($\lambda=0.05$),48,high,high,750-1000 Hz,0.55132234
Sparse ($\lambda=0.05$),48,high,high,1-1.5 kHz,0.6572122
Sparse ($\lambda=0.05$),48,high,high,1.5-2.5 kHz,0.67178947
Sparse ($\lambda=0.05$),48,high,high,2.5-4 kHz,0.535546
Sparse ($\lambda=0.05$),48,high,high,>4 kHz,0.77079433
Sparse ($\lambda=0.05$),49,low + high,low + high,<250 Hz,0.66361105
Sparse ($\lambda=0.05$),49,low + high,low + high,250-500 Hz,0.7759267
Sparse ($\lambda=0.05$),49,low + high,low + high,500-750 Hz,0.5719019
Sparse ($\lambda=0.05$),49,low + high,low + high,750-1000 Hz,0.54177797
